Retailer,Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Operating Margin,Sales Method
West Gear,1128299,10-Jan-21,Northeast,Maine,Portland,Women's Street Footwear,45,375,"$1,68,750","$42,187.5",25.00%,Outlet
West Gear,1128299,10-Jan-21,Northeast,Maine,Portland,Women's Athletic Footwear,45,225,"$1,01,250","$25,312.5",25.00%,Outlet
Sports Direct,1197831,19-Jul-20,Northeast,New York,New York,Men's Street Footwear,24,234,"$5,616","$2,639.52",47.00%,Online
Sports Direct,1197831,20-Jul-20,Northeast,New York,New York,Men's Athletic Footwear,34,225,"$7,650","$3,748.5",49.00%,Online
Sports Direct,1197831,21-Jul-20,Northeast,New York,New York,Women's Street Footwear,33,210,"$6,930","$3,187.8",46.00%,Online
Sports Direct,1197831,22-Jul-20,Northeast,New York,New York,Women's Athletic Footwear,34,175,"$5,950","$3,272.5",55.00%,Online
West Gear,1128299,02-Jan-20,Northeast,Pennsylvania,Philadelphia,Men's Street Footwear,32,122,"$3,904","$1,991.04",51.00%,Online
West Gear,1128299,03-Jan-20,Northeast,Pennsylvania,Philadelphia,Men's Athletic Footwear,44,117,"$5,148","$1,904.76",37.00%,Online
West Gear,1128299,04-Jan-20,Northeast,Pennsylvania,Philadelphia,Women's Street Footwear,41,117,"$4,797","$2,590.38",54.00%,Online
West Gear,1128299,05-Jan-20,Northeast,Pennsylvania,Philadelphia,Women's Athletic Footwear,43,87,"$3,741","$1,870.5",50.00%,Online
West Gear,1128299,10-Jan-21,Northeast,Maine,Portland,Men's Street Footwear,33,98,"$3,234","$1,131.9",35.00%,Online
West Gear,1128299,10-Jan-21,Northeast,Maine,Portland,Men's Athletic Footwear,41,109,"$4,469","$1,474.77",33.00%,Online
West Gear,1128299,10-Jan-21,Northeast,Maine,Portland,Women's Street Footwear,43,101,"$4,343","$1,737.2",40.00%,Online
West Gear,1128299,10-Jan-21,Northeast,Maine,Portland,Women's Athletic Footwear,43,59,"$2,537",$989.43,39.00%,Online
Sports Direct,1197831,19-Jul-20,Northeast,New York,New York,Men's Street Footwear,20,270,"$5,400","$2,106",39.00%,Outlet
Sports Direct,1197831,20-Jul-20,Northeast,New York,New York,Men's Athletic Footwear,26,270,"$7,020","$2,597.4",37.00%,Outlet
Sports Direct,1197831,21-Jul-20,Northeast,New York,New York,Women's Street Footwear,27,238,"$6,426","$2,506.14",39.00%,Outlet
Sports Direct,1197831,22-Jul-20,Northeast,New York,New York,Women's Athletic Footwear,27,210,"$5,670","$2,948.4",52.00%,Outlet
West Gear,1128299,02-Jan-20,Northeast,Pennsylvania,Philadelphia,Men's Street Footwear,27,158,"$4,266","$1,791.72",42.00%,Outlet
West Gear,1128299,03-Jan-20,Northeast,Pennsylvania,Philadelphia,Men's Athletic Footwear,35,135,"$4,725","$1,464.75",31.00%,Outlet
West Gear,1128299,04-Jan-20,Northeast,Pennsylvania,Philadelphia,Women's Street Footwear,36,140,"$5,040","$2,368.8",47.00%,Outlet
West Gear,1128299,05-Jan-20,Northeast,Pennsylvania,Philadelphia,Women's Athletic Footwear,34,90,"$3,060","$1,254.6",41.00%,Outlet
Sports Direct,1197831,11-Aug-21,Midwest,Illinois,Chicago,Men's Street Footwear,20,725,"$1,45,000","$43,500",30.00%,Outlet
Sports Direct,1197831,12-Aug-21,Midwest,Illinois,Chicago,Men's Athletic Footwear,30,725,"$2,17,500","$65,250",30.00%,Outlet
Sports Direct,1197831,13-Aug-21,Midwest,Illinois,Chicago,Women's Street Footwear,30,525,"$1,57,500","$47,250",30.00%,Outlet
Sports Direct,1197831,14-Aug-21,Midwest,Illinois,Chicago,Women's Athletic Footwear,35,525,"$1,83,750","$73,500",40.00%,Outlet
Kohl's,1189833,28-Dec-20,Midwest,Minnesota,Minneapolis,Men's Street Footwear,35,475,"$1,66,250","$74,812.5",45.00%,Outlet
Kohl's,1189833,29-Dec-20,Midwest,Minnesota,Minneapolis,Men's Athletic Footwear,45,475,"$2,13,750","$64,125",30.00%,Outlet
Kohl's,1189833,30-Dec-20,Midwest,Minnesota,Minneapolis,Women's Street Footwear,45,475,"$2,13,750","$96,187.5",45.00%,Outlet
Kohl's,1189833,31-Dec-20,Midwest,Minnesota,Minneapolis,Women's Athletic Footwear,45,325,"$1,46,250","$58,500",40.00%,Outlet
Sports Direct,1197831,01-Aug-21,Midwest,Nebraska,Omaha,Men's Street Footwear,20,675,"$1,35,000","$54,000",40.00%,Outlet
Sports Direct,1197831,02-Aug-21,Midwest,Nebraska,Omaha,Men's Athletic Footwear,30,675,"$2,02,500","$81,000",40.00%,Outlet
Sports Direct,1197831,03-Aug-21,Midwest,Nebraska,Omaha,Women's Street Footwear,30,475,"$1,42,500","$57,000",40.00%,Outlet
Sports Direct,1197831,04-Aug-21,Midwest,Nebraska,Omaha,Women's Athletic Footwear,35,475,"$1,66,250","$83,125",50.00%,Outlet
Sports Direct,1197831,11-Aug-21,Midwest,Illinois,Chicago,Men's Street Footwear,20,189,"$3,780","$1,512",40.00%,Online
Sports Direct,1197831,12-Aug-21,Midwest,Illinois,Chicago,Men's Athletic Footwear,28,196,"$5,488","$2,195.2",40.00%,Online
Sports Direct,1197831,13-Aug-21,Midwest,Illinois,Chicago,Women's Street Footwear,27,158,"$4,266","$1,749.06",41.00%,Online
Sports Direct,1197831,14-Aug-21,Midwest,Illinois,Chicago,Women's Athletic Footwear,34,152,"$5,168","$2,635.68",51.00%,Online
Kohl's,1189833,28-Dec-20,Midwest,Minnesota,Minneapolis,Men's Street Footwear,32,119,"$3,808","$2,208.64",58.00%,Online
Kohl's,1189833,29-Dec-20,Midwest,Minnesota,Minneapolis,Men's Athletic Footwear,43,128,"$5,504","$2,311.68",42.00%,Online
Kohl's,1189833,30-Dec-20,Midwest,Minnesota,Minneapolis,Women's Street Footwear,41,119,"$4,879","$2,878.61",59.00%,Online
Kohl's,1189833,31-Dec-20,Midwest,Minnesota,Minneapolis,Women's Athletic Footwear,44,98,"$4,312","$2,242.24",52.00%,Online
Sports Direct,1197831,01-Aug-21,Midwest,Nebraska,Omaha,Men's Street Footwear,19,203,"$3,857","$2,044.21",53.00%,Online
Sports Direct,1197831,02-Aug-21,Midwest,Nebraska,Omaha,Men's Athletic Footwear,29,196,"$5,684","$3,069.36",54.00%,Online
Sports Direct,1197831,03-Aug-21,Midwest,Nebraska,Omaha,Women's Street Footwear,28,138,"$3,864","$2,125.2",55.00%,Online
Sports Direct,1197831,04-Aug-21,Midwest,Nebraska,Omaha,Women's Athletic Footwear,33,138,"$4,554","$2,914.56",64.00%,Online
Kohl's,1197831,14-Feb-21,Midwest,Kansas,Wichita,Women's Athletic Footwear,20,150,"$30,000","$10,500",35.00%,Online
Kohl's,1197831,14-Feb-21,Midwest,Kansas,Wichita,Men's Apparel,35,225,"$78,750","$27,562.5",35.00%,Online
Kohl's,1197831,14-Feb-21,Midwest,Kansas,Wichita,Women's Apparel,20,325,"$65,000","$22,750",35.00%,Online
Kohl's,1197831,12-Mar-21,Midwest,Kansas,Wichita,Men's Street Footwear,20,545,"$1,09,000","$38,150",35.00%,Online
Kohl's,1197831,12-Mar-21,Midwest,Kansas,Wichita,Men's Athletic Footwear,20,225,"$45,000","$15,750",35.00%,Online
Kohl's,1197831,12-Mar-21,Midwest,Kansas,Wichita,Women's Street Footwear,10,250,"$25,000","$8,750",35.00%,Online
Kohl's,1197831,12-Mar-21,Midwest,Kansas,Wichita,Women's Athletic Footwear,20,100,"$20,000","$7,000",35.00%,Online
Kohl's,1197831,12-Mar-21,Midwest,Kansas,Wichita,Men's Apparel,35,150,"$52,500","$18,375",35.00%,Online
Kohl's,1197831,12-Mar-21,Midwest,Kansas,Wichita,Women's Apparel,25,250,"$62,500","$21,875",35.00%,Online
Kohl's,1197831,13-Apr-21,Midwest,Kansas,Wichita,Men's Street Footwear,25,500,"$1,25,000","$43,750",35.00%,Online
Kohl's,1197831,13-Apr-21,Midwest,Kansas,Wichita,Men's Athletic Footwear,25,200,"$50,000","$17,500",35.00%,Online
Kohl's,1197831,13-Apr-21,Midwest,Kansas,Wichita,Women's Street Footwear,15,200,"$30,000","$10,500",35.00%,Online
Kohl's,1197831,13-Apr-21,Midwest,Kansas,Wichita,Women's Athletic Footwear,20,125,"$25,000","$8,750",35.00%,Online
Kohl's,1197831,13-Apr-21,Midwest,Kansas,Wichita,Men's Apparel,40,150,"$60,000","$21,000",35.00%,Online
Kohl's,1197831,13-Apr-21,Midwest,Kansas,Wichita,Women's Apparel,30,300,"$90,000","$31,500",35.00%,Online
Kohl's,1197831,12-May-21,Midwest,Kansas,Wichita,Men's Street Footwear,40,570,"$2,28,000","$79,800",35.00%,Online
Kohl's,1197831,12-May-21,Midwest,Kansas,Wichita,Men's Athletic Footwear,40,275,"$1,10,000","$38,500",35.00%,Online
Kohl's,1197831,12-May-21,Midwest,Kansas,Wichita,Women's Street Footwear,35,250,"$87,500","$30,625",35.00%,Online
Kohl's,1197831,12-May-21,Midwest,Kansas,Wichita,Women's Athletic Footwear,35,200,"$70,000","$24,500",35.00%,Online
Kohl's,1197831,12-May-21,Midwest,Kansas,Wichita,Men's Apparel,45,225,"$1,01,250","$35,437.5",35.00%,Online
Kohl's,1197831,12-May-21,Midwest,Kansas,Wichita,Women's Apparel,45,325,"$1,46,250","$51,187.5",35.00%,Online
Kohl's,1197831,14-Jun-21,Midwest,Kansas,Wichita,Men's Street Footwear,40,575,"$2,30,000","$80,500",35.00%,Online
Kohl's,1197831,14-Jun-21,Midwest,Kansas,Wichita,Men's Athletic Footwear,35,325,"$1,13,750","$39,812.5",35.00%,Online
Kohl's,1197831,14-Jun-21,Midwest,Kansas,Wichita,Women's Street Footwear,40,300,"$1,20,000","$42,000",35.00%,Online
Kohl's,1197831,14-Jun-21,Midwest,Kansas,Wichita,Women's Athletic Footwear,40,275,"$1,10,000","$38,500",35.00%,Online
Kohl's,1197831,14-Jun-21,Midwest,Kansas,Wichita,Men's Apparel,55,275,"$1,51,250","$52,937.5",35.00%,Online
Kohl's,1197831,14-Jun-21,Midwest,Kansas,Wichita,Women's Apparel,60,450,"$2,70,000","$94,500",35.00%,Online
Kohl's,1197831,12-Jul-21,Midwest,Kansas,Wichita,Men's Street Footwear,55,675,"$3,71,250","$1,29,937.5",35.00%,Online
Kohl's,1197831,12-Jul-21,Midwest,Kansas,Wichita,Men's Athletic Footwear,50,425,"$2,12,500","$74,375",35.00%,Online
Kohl's,1197831,12-Jul-21,Midwest,Kansas,Wichita,Women's Street Footwear,45,350,"$1,57,500","$55,125",35.00%,Online
Kohl's,1197831,12-Jul-21,Midwest,Kansas,Wichita,Women's Athletic Footwear,45,300,"$1,35,000","$47,250",35.00%,Online
Kohl's,1197831,12-Jul-21,Midwest,Kansas,Wichita,Men's Apparel,60,325,"$1,95,000","$68,250",35.00%,Online
Kohl's,1197831,12-Jul-21,Midwest,Kansas,Wichita,Women's Apparel,65,500,"$3,25,000","$1,13,750",35.00%,Online
Kohl's,1197831,13-Aug-21,Midwest,Kansas,Wichita,Men's Street Footwear,60,650,"$3,90,000","$1,36,500",35.00%,Online
Kohl's,1197831,13-Aug-21,Midwest,Kansas,Wichita,Men's Athletic Footwear,55,425,"$2,33,750","$81,812.5",35.00%,Online
Kohl's,1197831,13-Aug-21,Midwest,Kansas,Wichita,Women's Street Footwear,50,350,"$1,75,000","$61,250",35.00%,Online
Kohl's,1197831,13-Aug-21,Midwest,Kansas,Wichita,Women's Athletic Footwear,40,300,"$1,20,000","$42,000",35.00%,Online
Kohl's,1197831,13-Aug-21,Midwest,Kansas,Wichita,Men's Apparel,50,275,"$1,37,500","$48,125",35.00%,Online
Kohl's,1197831,13-Aug-21,Midwest,Kansas,Wichita,Women's Apparel,55,450,"$2,47,500","$86,625",35.00%,Online
Kohl's,1197831,12-Sep-21,Midwest,Kansas,Wichita,Men's Street Footwear,50,550,"$2,75,000","$96,250",35.00%,Online
Kohl's,1197831,12-Sep-21,Midwest,Kansas,Wichita,Men's Athletic Footwear,40,350,"$1,40,000","$49,000",35.00%,Online
Kohl's,1197831,12-Sep-21,Midwest,Kansas,Wichita,Women's Street Footwear,15,250,"$37,500","$13,125",35.00%,Online
Kohl's,1197831,12-Sep-21,Midwest,Kansas,Wichita,Women's Athletic Footwear,15,225,"$33,750","$11,812.5",35.00%,Online
Kohl's,1197831,12-Sep-21,Midwest,Kansas,Wichita,Men's Apparel,25,225,"$56,250","$19,687.5",35.00%,Online
Kohl's,1197831,12-Sep-21,Midwest,Kansas,Wichita,Women's Apparel,30,325,"$97,500","$34,125",35.00%,Online
Kohl's,1197831,14-Oct-21,Midwest,Kansas,Wichita,Men's Street Footwear,30,500,"$1,50,000","$52,500",35.00%,Online
Kohl's,1197831,14-Oct-21,Midwest,Kansas,Wichita,Men's Athletic Footwear,20,325,"$65,000","$22,750",35.00%,Online
Kohl's,1197831,14-Oct-21,Midwest,Kansas,Wichita,Women's Street Footwear,20,200,"$40,000","$14,000",35.00%,Online
Kohl's,1197831,14-Oct-21,Midwest,Kansas,Wichita,Women's Athletic Footwear,20,175,"$35,000","$12,250",35.00%,Online
Kohl's,1197831,14-Oct-21,Midwest,Kansas,Wichita,Men's Apparel,30,175,"$52,500","$18,375",35.00%,Online
Foot Locker,1197831,14-Oct-21,Midwest,Kansas,Wichita,Women's Apparel,30,300,"$90,000","$31,500",35.00%,Online
Foot Locker,1197831,13-Nov-21,Midwest,Kansas,Wichita,Men's Street Footwear,25,450,"$1,12,500","$39,375",35.00%,Online
Foot Locker,1197831,13-Nov-21,Midwest,Kansas,Wichita,Men's Athletic Footwear,15,275,"$41,250","$14,437.5",35.00%,Online
Foot Locker,1197831,13-Nov-21,Midwest,Kansas,Wichita,Women's Street Footwear,25,220,"$55,000","$19,250",35.00%,Online
Foot Locker,1197831,13-Nov-21,Midwest,Kansas,Wichita,Women's Athletic Footwear,55,275,"$1,51,250","$52,937.5",35.00%,Online
Foot Locker,1197831,13-Nov-21,Midwest,Kansas,Wichita,Men's Apparel,75,250,"$1,87,500","$65,625",35.00%,Online
Foot Locker,1197831,13-Nov-21,Midwest,Kansas,Wichita,Women's Apparel,75,350,"$2,62,500","$91,875",35.00%,Online
Foot Locker,1197831,12-Dec-21,Midwest,Kansas,Wichita,Men's Street Footwear,70,600,"$4,20,000","$1,47,000",35.00%,Online
Foot Locker,1197831,12-Dec-21,Midwest,Kansas,Wichita,Men's Athletic Footwear,60,400,"$2,40,000","$84,000",35.00%,Online
Foot Locker,1197831,12-Dec-21,Midwest,Kansas,Wichita,Women's Street Footwear,60,350,"$2,10,000","$73,500",35.00%,Online
Foot Locker,1197831,12-Dec-21,Midwest,Kansas,Wichita,Women's Athletic Footwear,60,300,"$1,80,000","$63,000",35.00%,Online
Foot Locker,1197831,12-Dec-21,Midwest,Kansas,Wichita,Men's Apparel,70,300,"$2,10,000","$73,500",35.00%,Online
Foot Locker,1197831,12-Dec-21,Midwest,Kansas,Wichita,Women's Apparel,75,400,"$3,00,000","$1,05,000",35.00%,Online
Kohl's,1197831,14-Feb-21,Midwest,Kansas,Wichita,Women's Athletic Footwear,20,42,$840,$378,45.00%,Online
Kohl's,1197831,14-Feb-21,Midwest,Kansas,Wichita,Men's Apparel,32,68,"$2,176","$1,044.48",48.00%,Online
Kohl's,1197831,14-Feb-21,Midwest,Kansas,Wichita,Women's Apparel,18,98,"$1,764",$864.36,49.00%,Online
Kohl's,1197831,12-Mar-21,Midwest,Kansas,Wichita,Men's Street Footwear,20,153,"$3,060","$1,499.4",49.00%,Online
Kohl's,1197831,12-Mar-21,Midwest,Kansas,Wichita,Men's Athletic Footwear,19,59,"$1,121",$526.87,47.00%,Online
Kohl's,1197831,12-Mar-21,Midwest,Kansas,Wichita,Women's Street Footwear,9,75,$675,$310.5,46.00%,Online
Kohl's,1197831,12-Mar-21,Midwest,Kansas,Wichita,Women's Athletic Footwear,20,26,$520,$249.6,48.00%,Online
Kohl's,1197831,12-Mar-21,Midwest,Kansas,Wichita,Men's Apparel,32,41,"$1,312",$603.52,46.00%,Online
Kohl's,1197831,12-Mar-21,Midwest,Kansas,Wichita,Women's Apparel,23,65,"$1,495",$747.5,50.00%,Online
Kohl's,1197831,13-Apr-21,Midwest,Kansas,Wichita,Men's Street Footwear,24,150,"$3,600","$1,620",45.00%,Online
Kohl's,1197831,13-Apr-21,Midwest,Kansas,Wichita,Men's Athletic Footwear,25,58,"$1,450",$696,48.00%,Online
Kohl's,1197831,13-Apr-21,Midwest,Kansas,Wichita,Women's Street Footwear,14,60,$840,$420,50.00%,Online
Kohl's,1197831,13-Apr-21,Midwest,Kansas,Wichita,Women's Athletic Footwear,19,35,$665,$299.25,45.00%,Online
Kohl's,1197831,13-Apr-21,Midwest,Kansas,Wichita,Men's Apparel,39,38,"$1,482",$726.18,49.00%,Online
Kohl's,1197831,13-Apr-21,Midwest,Kansas,Wichita,Women's Apparel,29,81,"$2,349","$1,151.01",49.00%,Online
Kohl's,1197831,12-May-21,Midwest,Kansas,Wichita,Men's Street Footwear,36,143,"$5,148","$2,316.6",45.00%,Online
Kohl's,1197831,12-May-21,Midwest,Kansas,Wichita,Men's Athletic Footwear,39,77,"$3,003","$1,441.44",48.00%,Online
Kohl's,1197831,12-May-21,Midwest,Kansas,Wichita,Women's Street Footwear,32,65,"$2,080","$1,019.2",49.00%,Online
Kohl's,1197831,12-May-21,Midwest,Kansas,Wichita,Women's Athletic Footwear,32,58,"$1,856",$928,50.00%,Online
Kohl's,1197831,12-May-21,Midwest,Kansas,Wichita,Men's Apparel,43,56,"$2,408","$1,204",50.00%,Online
Kohl's,1197831,12-May-21,Midwest,Kansas,Wichita,Women's Apparel,42,94,"$3,948","$1,776.6",45.00%,Online
Kohl's,1197831,14-Jun-21,Midwest,Kansas,Wichita,Men's Street Footwear,37,144,"$5,328","$2,664",50.00%,Online
Kohl's,1197831,14-Jun-21,Midwest,Kansas,Wichita,Men's Athletic Footwear,32,94,"$3,008","$1,443.84",48.00%,Online
Kohl's,1197831,14-Jun-21,Midwest,Kansas,Wichita,Women's Street Footwear,37,81,"$2,997","$1,378.62",46.00%,Online
Kohl's,1197831,14-Jun-21,Midwest,Kansas,Wichita,Women's Athletic Footwear,38,80,"$3,040","$1,368",45.00%,Online
Kohl's,1197831,14-Jun-21,Midwest,Kansas,Wichita,Men's Apparel,54,83,"$4,482","$2,151.36",48.00%,Online
Kohl's,1197831,14-Jun-21,Midwest,Kansas,Wichita,Women's Apparel,58,117,"$6,786","$3,325.14",49.00%,Online
Kohl's,1197831,12-Jul-21,Midwest,Kansas,Wichita,Men's Street Footwear,51,182,"$9,282","$4,641",50.00%,Online
Kohl's,1197831,12-Jul-21,Midwest,Kansas,Wichita,Men's Athletic Footwear,49,119,"$5,831","$2,915.5",50.00%,Online
Kohl's,1197831,12-Jul-21,Midwest,Kansas,Wichita,Women's Street Footwear,42,102,"$4,284","$1,970.64",46.00%,Online
Kohl's,1197831,12-Jul-21,Midwest,Kansas,Wichita,Women's Athletic Footwear,43,75,"$3,225","$1,580.25",49.00%,Online
Kohl's,1197831,12-Jul-21,Midwest,Kansas,Wichita,Men's Apparel,56,91,"$5,096","$2,344.16",46.00%,Online
Kohl's,1197831,12-Jul-21,Midwest,Kansas,Wichita,Women's Apparel,60,140,"$8,400","$4,116",49.00%,Online
Kohl's,1197831,13-Aug-21,Midwest,Kansas,Wichita,Men's Street Footwear,56,189,"$10,584","$5,292",50.00%,Online
Kohl's,1197831,13-Aug-21,Midwest,Kansas,Wichita,Men's Athletic Footwear,51,111,"$5,661","$2,547.45",45.00%,Online
Kohl's,1197831,13-Aug-21,Midwest,Kansas,Wichita,Women's Street Footwear,47,102,"$4,794","$2,397",50.00%,Online
Kohl's,1197831,13-Aug-21,Midwest,Kansas,Wichita,Women's Athletic Footwear,37,90,"$3,330","$1,631.7",49.00%,Online
Kohl's,1197831,13-Aug-21,Midwest,Kansas,Wichita,Men's Apparel,47,69,"$3,243","$1,621.5",50.00%,Online
Kohl's,1197831,13-Aug-21,Midwest,Kansas,Wichita,Women's Apparel,52,113,"$5,876","$2,938",50.00%,Online
Kohl's,1197831,12-Sep-21,Midwest,Kansas,Wichita,Men's Street Footwear,47,165,"$7,755","$3,877.5",50.00%,Online
Kohl's,1197831,12-Sep-21,Midwest,Kansas,Wichita,Men's Athletic Footwear,38,91,"$3,458","$1,556.1",45.00%,Online
Kohl's,1197831,12-Sep-21,Midwest,Kansas,Wichita,Women's Street Footwear,15,75,"$1,125",$528.75,47.00%,Online
Kohl's,1197831,12-Sep-21,Midwest,Kansas,Wichita,Women's Athletic Footwear,14,65,$910,$427.7,47.00%,Online
Kohl's,1197831,12-Sep-21,Midwest,Kansas,Wichita,Men's Apparel,24,61,"$1,464",$717.36,49.00%,Online
Kohl's,1197831,12-Sep-21,Midwest,Kansas,Wichita,Women's Apparel,29,94,"$2,726","$1,335.74",49.00%,Online
Kohl's,1197831,14-Oct-21,Midwest,Kansas,Wichita,Men's Street Footwear,29,145,"$4,205","$1,934.3",46.00%,Online
Kohl's,1197831,14-Oct-21,Midwest,Kansas,Wichita,Men's Athletic Footwear,19,85,"$1,615",$742.9,46.00%,Online
Kohl's,1197831,14-Oct-21,Midwest,Kansas,Wichita,Women's Street Footwear,19,60,"$1,140",$535.8,47.00%,Online
Kohl's,1197831,14-Oct-21,Midwest,Kansas,Wichita,Women's Athletic Footwear,19,47,$893,$428.64,48.00%,Online
Kohl's,1197831,14-Oct-21,Midwest,Kansas,Wichita,Men's Apparel,29,46,"$1,334",$653.66,49.00%,Online
Foot Locker,1197831,14-Oct-21,Midwest,Kansas,Wichita,Women's Apparel,28,90,"$2,520","$1,209.6",48.00%,Online
Foot Locker,1197831,13-Nov-21,Midwest,Kansas,Wichita,Men's Street Footwear,23,122,"$2,806","$1,318.82",47.00%,Online
Foot Locker,1197831,13-Nov-21,Midwest,Kansas,Wichita,Men's Athletic Footwear,14,72,"$1,008",$504,50.00%,Online
Foot Locker,1197831,13-Nov-21,Midwest,Kansas,Wichita,Women's Street Footwear,23,55,"$1,265",$632.5,50.00%,Online
Foot Locker,1197831,13-Nov-21,Midwest,Kansas,Wichita,Women's Athletic Footwear,54,83,"$4,482","$2,151.36",48.00%,Online
Foot Locker,1197831,13-Nov-21,Midwest,Kansas,Wichita,Men's Apparel,68,70,"$4,760","$2,189.6",46.00%,Online
Foot Locker,1197831,13-Nov-21,Midwest,Kansas,Wichita,Women's Apparel,73,88,"$6,424","$2,955.04",46.00%,Online
Foot Locker,1197831,12-Dec-21,Midwest,Kansas,Wichita,Men's Street Footwear,66,150,"$9,900","$4,950",50.00%,Online
Foot Locker,1197831,12-Dec-21,Midwest,Kansas,Wichita,Men's Athletic Footwear,59,120,"$7,080","$3,540",50.00%,Online
Foot Locker,1197831,12-Dec-21,Midwest,Kansas,Wichita,Women's Street Footwear,58,95,"$5,510","$2,534.6",46.00%,Online
Foot Locker,1197831,12-Dec-21,Midwest,Kansas,Wichita,Women's Athletic Footwear,59,90,"$5,310","$2,389.5",45.00%,Online
Foot Locker,1197831,12-Dec-21,Midwest,Kansas,Wichita,Men's Apparel,64,81,"$5,184","$2,592",50.00%,Online
Foot Locker,1197831,12-Dec-21,Midwest,Kansas,Wichita,Women's Apparel,68,112,"$7,616","$3,503.36",46.00%,Online
Sports Direct,1197831,10-Mar-21,Midwest,Montana,Billings,Men's Street Footwear,20,700,"$1,40,000","$49,000",35.00%,Outlet
Sports Direct,1197831,11-Mar-21,Midwest,Montana,Billings,Men's Athletic Footwear,30,700,"$2,10,000","$73,500",35.00%,Outlet
Sports Direct,1197831,12-Mar-21,Midwest,Montana,Billings,Women's Street Footwear,30,500,"$1,50,000","$52,500",35.00%,Outlet
Sports Direct,1197831,13-Mar-21,Midwest,Montana,Billings,Women's Athletic Footwear,35,500,"$1,75,000","$78,750",45.00%,Outlet
Sports Direct,1197831,10-Mar-21,Midwest,Montana,Billings,Men's Street Footwear,18,210,"$3,780","$1,890",50.00%,Online
Sports Direct,1197831,11-Mar-21,Midwest,Montana,Billings,Men's Athletic Footwear,29,182,"$5,278","$2,427.88",46.00%,Online
Sports Direct,1197831,12-Mar-21,Midwest,Montana,Billings,Women's Street Footwear,27,130,"$3,510","$1,579.5",45.00%,Online
Sports Direct,1197831,13-Mar-21,Midwest,Montana,Billings,Women's Athletic Footwear,32,135,"$4,320","$2,462.4",57.00%,Online
Kohl's,1189833,01-Jan-21,Midwest,Montana,Billings,Men's Apparel,50,275,"$1,37,500","$82,500",60.00%,Outlet
Kohl's,1189833,02-Jan-21,Midwest,Montana,Billings,Women's Apparel,45,475,"$2,13,750","$53,437.5",25.00%,Outlet
Kohl's,1189833,03-Jan-21,Midwest,Montana,Billings,Men's Street Footwear,35,525,"$1,83,750","$82,687.5",45.00%,Outlet
Kohl's,1189833,04-Jan-21,Midwest,Montana,Billings,Men's Athletic Footwear,45,425,"$1,91,250","$57,375",30.00%,Outlet
Kohl's,1189833,05-Jan-21,Midwest,Montana,Billings,Women's Street Footwear,45,450,"$2,02,500","$91,125",45.00%,Outlet
Kohl's,1189833,06-Jan-21,Midwest,Montana,Billings,Women's Athletic Footwear,45,300,"$1,35,000","$54,000",40.00%,Outlet
Kohl's,1189833,07-Jan-21,Midwest,Montana,Billings,Men's Apparel,50,225,"$1,12,500","$67,500",60.00%,Outlet
Kohl's,1189833,08-Jan-21,Midwest,Montana,Billings,Women's Apparel,45,425,"$1,91,250","$47,812.5",25.00%,Outlet
Kohl's,1189833,09-Jan-21,Midwest,Montana,Billings,Men's Street Footwear,35,575,"$2,01,250","$90,562.5",45.00%,Outlet
Kohl's,1189833,10-Jan-21,Midwest,Montana,Billings,Men's Athletic Footwear,45,425,"$1,91,250","$57,375",30.00%,Outlet
Kohl's,1189833,11-Jan-21,Midwest,Montana,Billings,Women's Street Footwear,45,425,"$1,91,250","$86,062.5",45.00%,Outlet
Kohl's,1189833,12-Jan-21,Midwest,Montana,Billings,Women's Athletic Footwear,45,325,"$1,46,250","$58,500",40.00%,Outlet
Kohl's,1189833,13-Jan-21,Midwest,Montana,Billings,Men's Apparel,50,200,"$1,00,000","$60,000",60.00%,Outlet
Kohl's,1189833,14-Jan-21,Midwest,Montana,Billings,Women's Apparel,45,400,"$1,80,000","$45,000",25.00%,Outlet
Kohl's,1189833,15-Jan-21,Midwest,Montana,Billings,Men's Street Footwear,45,575,"$2,58,750","$1,16,437.5",45.00%,Outlet
Kohl's,1189833,16-Jan-21,Midwest,Montana,Billings,Men's Athletic Footwear,45,375,"$1,68,750","$50,625",30.00%,Outlet
Kohl's,1189833,17-Jan-21,Midwest,Montana,Billings,Women's Street Footwear,45,400,"$1,80,000","$81,000",45.00%,Outlet
Kohl's,1189833,18-Jan-21,Midwest,Montana,Billings,Women's Athletic Footwear,40,300,"$1,20,000","$48,000",40.00%,Outlet
Kohl's,1189833,19-Jan-21,Midwest,Montana,Billings,Men's Apparel,45,200,"$90,000","$54,000",60.00%,Outlet
Kohl's,1189833,20-Jan-21,Midwest,Montana,Billings,Women's Apparel,60,375,"$2,25,000","$56,250",25.00%,Outlet
Kohl's,1189833,21-Jan-21,Midwest,Montana,Billings,Men's Street Footwear,40,575,"$2,30,000","$1,03,500",45.00%,Outlet
Kohl's,1189833,22-Jan-21,Midwest,Montana,Billings,Men's Athletic Footwear,45,425,"$1,91,250","$57,375",30.00%,Outlet
Kohl's,1189833,23-Jan-21,Midwest,Montana,Billings,Women's Street Footwear,45,425,"$1,91,250","$86,062.5",45.00%,Outlet
Kohl's,1189833,24-Jan-21,Midwest,Montana,Billings,Women's Athletic Footwear,40,325,"$1,30,000","$52,000",40.00%,Outlet
